customer_id,age,tenure_months,monthly_charges,login_frequency,support_tickets,payment_failures,usage_hours,contract_type,subscription_type,churn
15075,63,32,119.61,22,2,0,98.17,Monthly,Standard,0
15076,25,11,105.99,18,3,1,85.66,Monthly,Basic,0
15077,68,10,41.65,22,1,1,7.85,Yearly,Basic,0
15078,63,39,76.94,26,0,0,15.22,Two Year,Basic,0
15079,59,31,38.46,3,2,0,26.97,Monthly,Basic,0
15080,34,12,131.26,14,1,0,77.73,Two Year,Standard,0
15081,26,38,34.19,18,3,0,71.7,Yearly,Standard,0
15082,23,67,105.05,13,4,0,63.42,Monthly,Premium,0
15083,60,66,98.91,8,1,0,91.31,Monthly,Standard,0
15084,42,52,81.46,4,5,0,4.59,Yearly,Premium,0
15085,56,5,56.17,15,3,1,16.97,Yearly,Premium,0
15086,66,11,72.51,12,0,1,19.79,Two Year,Standard,1
15087,45,25,124.83,14,2,0,6.91,Two Year,Premium,1
15088,50,35,119.0,20,0,2,62.21,Monthly,Standard,0
15089,54,35,116.05,7,2,2,21.76,Monthly,Basic,0
15090,26,22,117.48,24,0,1,48.78,Monthly,Premium,0
15091,35,37,38.71,12,1,1,68.86,Two Year,Standard,0
15092,38,55,32.88,29,0,0,59.95,Two Year,Basic,0
15093,19,64,131.99,9,1,0,29.72,Two Year,Premium,0
15094,60,20,128.83,10,5,1,42.0,Two Year,Basic,0
15095,55,4,108.57,8,2,1,34.64,Monthly,Basic,0
15096,57,18,98.77,30,3,3,85.39,Two Year,Basic,0
15097,53,51,67.69,20,0,0,42.57,Yearly,Standard,0
15098,67,68,49.13,2,1,0,7.11,Yearly,Basic,1
15099,60,20,106.8,26,3,0,62.32,Yearly,Basic,0
15100,54,9,138.69,16,4,1,20.57,Two Year,Basic,1
15101,32,26,76.81,21,3,0,34.52,Monthly,Basic,1
15102,45,25,59.42,23,4,0,33.44,Two Year,Basic,0
15103,35,68,55.2,18,0,1,8.17,Monthly,Premium,0
15104,51,41,23.08,20,4,0,95.14,Yearly,Basic,1
15105,39,59,87.64,22,1,0,55.16,Two Year,Premium,0
15106,28,45,148.47,24,3,0,16.47,Yearly,Premium,0
15107,30,41,125.98,10,1,0,56.02,Monthly,Premium,0
15108,21,38,136.67,29,2,1,45.71,Yearly,Basic,0
15109,39,19,100.75,6,2,1,35.14,Yearly,Basic,1
15110,24,14,82.59,6,3,0,47.77,Monthly,Basic,0
15111,60,21,148.76,22,4,1,67.29,Yearly,Premium,1
15112,41,15,78.13,20,0,0,20.75,Monthly,Basic,0
15113,21,3,139.19,13,4,0,54.25,Two Year,Standard,0
15114,45,37,119.04,19,3,1,81.49,Monthly,Standard,0
15115,32,46,63.03,17,5,1,23.03,Yearly,Premium,0
15116,18,16,85.4,2,5,0,52.04,Yearly,Standard,1
15117,20,14,69.96,18,2,2,96.61,Two Year,Standard,0
15118,31,9,37.71,26,1,1,80.25,Monthly,Basic,0
15119,55,7,66.38,7,0,1,59.71,Yearly,Standard,0
15120,67,14,135.57,27,1,0,75.16,Monthly,Premium,0
15121,18,6,117.84,14,4,0,53.04,Two Year,Basic,0
15122,55,15,56.09,22,3,2,98.67,Two Year,Standard,0
15123,55,52,67.83,15,3,0,17.75,Two Year,Basic,0
15124,38,34,100.14,8,1,0,72.24,Two Year,Standard,0
15125,65,1,74.1,9,5,0,1.59,Monthly,Basic,0
15126,46,69,85.4,21,3,0,13.44,Yearly,Standard,0
15127,22,20,110.76,11,3,0,72.46,Monthly,Basic,0
15128,66,7,80.74,3,2,1,76.18,Two Year,Premium,1
15129,27,7,44.83,20,2,0,4.9,Monthly,Standard,0
15130,45,50,87.67,14,0,1,34.05,Yearly,Premium,0
15131,38,2,66.3,27,1,0,12.7,Monthly,Standard,1
15132,67,47,57.8,8,3,0,89.12,Two Year,Premium,0
15133,24,14,62.65,3,0,0,45.93,Monthly,Basic,0
15134,20,31,77.07,18,2,1,44.81,Yearly,Standard,0
15135,62,50,135.26,23,1,1,82.56,Yearly,Basic,0
15136,64,61,115.43,14,0,0,69.84,Monthly,Standard,0
15137,37,41,106.82,20,0,0,92.31,Yearly,Standard,0
15138,36,14,81.26,29,2,0,93.93,Two Year,Premium,0
15139,52,5,20.24,8,2,0,32.01,Yearly,Standard,0
15140,21,5,64.27,17,0,1,65.19,Two Year,Premium,1
15141,22,64,125.71,8,3,1,54.64,Monthly,Standard,0
15142,18,29,70.46,5,1,0,59.99,Monthly,Standard,0
15143,21,5,93.3,12,1,0,62.91,Monthly,Standard,0
15144,29,36,46.62,2,3,1,6.94,Monthly,Premium,0
15145,44,19,139.06,17,1,0,89.61,Two Year,Premium,0
15146,59,64,140.01,13,4,0,14.89,Monthly,Premium,0
15147,40,22,38.99,22,3,0,43.02,Monthly,Basic,0
15148,42,34,114.14,14,2,0,29.92,Yearly,Standard,0
15149,38,56,29.78,9,1,1,55.82,Monthly,Basic,0
15150,69,17,97.81,9,2,1,96.19,Monthly,Premium,1
15151,41,56,43.22,9,4,0,41.83,Yearly,Basic,1
15152,42,17,38.94,27,1,0,60.72,Monthly,Standard,1
15153,62,18,20.54,20,0,1,14.97,Yearly,Premium,0
15154,63,45,142.31,6,3,0,46.84,Monthly,Standard,0
15155,49,56,127.8,30,1,0,91.66,Monthly,Premium,0
15156,49,50,30.07,12,1,0,93.31,Yearly,Basic,0
15157,22,58,97.92,10,3,0,55.1,Monthly,Premium,0
15158,53,18,50.28,22,0,0,77.09,Yearly,Premium,0
15159,63,7,54.32,5,2,0,1.32,Two Year,Premium,0
15160,59,10,133.64,18,2,0,53.62,Two Year,Premium,0
15161,66,69,34.86,7,0,0,73.51,Yearly,Standard,0
15162,59,3,98.19,13,3,0,33.66,Monthly,Basic,0
15163,56,44,72.16,1,1,1,90.21,Yearly,Standard,0
15164,33,70,44.8,6,0,0,78.18,Monthly,Basic,0
15165,50,14,78.75,21,0,1,77.2,Two Year,Basic,0
15166,66,4,142.26,21,2,1,3.1,Yearly,Standard,1
15167,38,18,121.61,8,2,0,19.2,Monthly,Standard,1
15168,26,52,37.17,9,5,1,71.65,Monthly,Standard,0
15169,23,38,130.43,7,1,1,56.61,Monthly,Basic,0
15170,68,20,141.87,10,2,0,58.27,Monthly,Basic,0
15171,62,44,56.01,29,3,1,2.47,Yearly,Standard,0
15172,52,51,63.34,8,1,0,44.76,Monthly,Premium,0
15173,56,19,36.42,30,2,0,78.86,Monthly,Premium,0
15174,39,68,64.84,2,4,1,66.69,Yearly,Premium,0
15175,58,66,107.51,18,5,2,57.67,Monthly,Basic,1
15176,22,13,55.38,28,1,2,69.96,Monthly,Basic,0
15177,59,62,20.89,15,2,0,85.25,Monthly,Premium,0
15178,40,61,64.01,24,3,0,85.1,Monthly,Premium,0
15179,34,30,78.91,6,1,0,46.15,Yearly,Standard,0
15180,29,30,93.63,24,1,1,31.47,Two Year,Standard,0
15181,40,51,108.9,14,2,0,37.27,Yearly,Premium,1
15182,33,48,28.03,25,0,0,52.62,Yearly,Premium,0
15183,20,33,81.07,25,2,0,9.85,Two Year,Premium,0
15184,47,19,54.63,27,0,0,59.51,Monthly,Basic,0
15185,39,71,143.24,22,3,1,45.87,Monthly,Basic,0
15186,26,57,66.79,24,2,0,76.13,Yearly,Premium,0
15187,46,19,33.02,18,2,2,28.12,Yearly,Basic,0
15188,64,41,25.39,24,0,0,7.56,Yearly,Basic,0
15189,54,42,54.5,3,0,0,89.56,Two Year,Basic,0
15190,40,52,43.25,30,2,0,7.74,Monthly,Premium,0
15191,30,4,104.47,1,6,1,92.8,Yearly,Standard,0
15192,49,4,130.11,23,2,0,50.25,Two Year,Basic,0
15193,63,5,60.63,1,1,0,6.57,Two Year,Premium,1
15194,69,41,95.11,14,0,0,13.46,Monthly,Standard,1
15195,64,61,114.94,27,1,0,53.76,Monthly,Premium,0
15196,65,55,71.8,1,2,2,2.56,Yearly,Premium,0
15197,40,13,28.62,1,0,0,91.6,Monthly,Basic,1
15198,62,14,49.79,4,2,1,79.83,Two Year,Premium,0
15199,34,60,134.8,29,2,1,50.95,Yearly,Basic,0
15200,57,25,127.18,30,5,0,92.7,Monthly,Standard,0
15201,38,44,31.25,12,2,1,26.72,Monthly,Standard,0
15202,19,10,49.11,15,2,0,85.49,Monthly,Basic,1
15203,54,71,119.99,29,1,0,80.71,Monthly,Standard,0
15204,23,50,83.17,30,1,0,58.6,Monthly,Basic,0
15205,61,44,118.8,28,0,1,32.57,Two Year,Basic,0
15206,35,14,47.44,4,0,0,56.27,Monthly,Standard,0
15207,47,15,143.85,30,1,0,95.76,Two Year,Standard,0
15208,39,16,121.87,10,3,1,9.37,Yearly,Premium,1
15209,50,2,45.67,11,1,0,20.9,Two Year,Basic,0
15210,47,30,92.6,6,2,0,64.75,Monthly,Standard,0
15211,34,30,34.7,28,1,0,68.16,Monthly,Standard,0
15212,60,31,66.99,10,0,0,17.28,Yearly,Standard,0
15213,49,20,105.75,12,3,0,80.82,Monthly,Premium,0
15214,59,49,62.92,3,2,1,92.92,Monthly,Standard,0
15215,68,35,105.38,15,3,0,8.89,Two Year,Standard,0
15216,31,23,51.82,16,2,0,97.45,Monthly,Basic,0
15217,27,61,113.76,10,1,4,28.84,Yearly,Standard,0
15218,64,55,66.75,22,2,0,31.58,Two Year,Premium,0
15219,68,67,122.76,29,1,1,5.45,Yearly,Basic,0
15220,53,8,37.77,23,2,0,50.24,Monthly,Standard,0
15221,51,40,67.06,11,0,0,95.52,Yearly,Basic,0
15222,26,59,80.31,16,1,2,16.94,Yearly,Premium,0
15223,59,32,75.1,17,2,0,58.11,Monthly,Premium,0
15224,45,7,76.3,14,3,1,28.17,Monthly,Premium,0
15225,28,2,77.82,16,1,1,2.85,Yearly,Standard,1
15226,31,6,148.54,14,3,1,98.73,Yearly,Standard,1
15227,56,36,45.11,6,0,1,71.9,Monthly,Premium,0
15228,64,32,119.93,10,3,0,73.81,Two Year,Premium,1
15229,36,45,91.73,17,3,0,66.63,Yearly,Standard,0
15230,32,42,73.77,23,1,1,15.23,Monthly,Standard,0
15231,45,53,102.36,10,3,1,21.46,Monthly,Premium,0
15232,41,9,130.96,21,0,1,39.18,Yearly,Premium,0
15233,25,49,80.66,10,2,1,99.55,Yearly,Basic,0
15234,60,2,132.42,14,3,0,67.58,Monthly,Basic,0
15235,26,67,32.19,20,0,0,44.8,Yearly,Standard,0
15236,64,11,104.9,17,5,1,48.99,Monthly,Premium,0
15237,50,50,63.31,9,2,1,92.3,Monthly,Standard,1
15238,50,35,70.27,15,2,3,20.45,Yearly,Basic,1
15239,36,15,94.23,7,1,0,32.77,Yearly,Standard,0
15240,20,31,82.39,2,2,0,37.72,Yearly,Standard,0
15241,27,62,69.63,4,1,0,89.87,Monthly,Standard,0
15242,57,28,60.08,20,2,0,77.9,Yearly,Standard,0
15243,64,25,100.38,24,4,0,59.49,Monthly,Premium,0
15244,59,25,85.73,18,4,0,32.16,Monthly,Premium,0
15245,18,1,62.03,11,1,1,21.02,Two Year,Standard,0
15246,46,59,46.64,5,5,0,33.74,Monthly,Basic,0
15247,67,69,120.68,26,3,0,93.02,Yearly,Premium,0
15248,51,42,123.96,8,0,1,91.11,Two Year,Standard,0
15249,68,34,47.79,22,5,0,42.77,Two Year,Premium,0
15250,30,66,54.01,20,0,0,33.23,Two Year,Standard,1
15251,18,18,51.09,5,3,0,88.57,Two Year,Premium,0
15252,51,5,134.99,2,2,1,45.18,Monthly,Premium,0
15253,46,20,120.64,5,0,3,4.83,Monthly,Standard,0
15254,65,66,29.69,3,1,0,35.23,Monthly,Premium,0
15255,64,62,128.25,12,2,0,61.12,Monthly,Premium,0
15256,30,32,24.79,19,1,0,94.51,Yearly,Standard,0
15257,65,58,52.92,7,2,1,43.03,Monthly,Standard,0
15258,66,50,139.47,19,1,1,24.77,Monthly,Standard,0
15259,46,38,132.36,4,0,0,39.07,Yearly,Standard,0
15260,56,55,121.59,23,0,2,6.65,Monthly,Basic,0
15261,41,28,79.48,14,1,0,89.98,Monthly,Premium,0
15262,43,22,61.78,19,3,0,4.31,Two Year,Standard,1
15263,34,43,134.6,26,6,0,1.1,Yearly,Standard,0
15264,24,36,105.42,26,1,0,61.8,Monthly,Basic,0
15265,30,52,58.42,29,2,0,16.25,Yearly,Premium,0
15266,22,36,80.22,18,0,0,30.31,Monthly,Basic,0
15267,43,28,134.6,26,2,0,49.61,Monthly,Standard,0
15268,66,58,137.45,7,2,0,79.42,Monthly,Premium,0
15269,20,36,105.71,15,3,1,39.36,Monthly,Premium,0
15270,24,70,115.23,21,2,0,95.75,Monthly,Premium,0
15271,66,9,25.11,1,0,0,45.87,Monthly,Premium,1
15272,56,21,98.6,12,1,0,92.08,Yearly,Standard,0
15273,18,64,109.57,26,3,0,45.78,Monthly,Basic,0
15274,66,61,22.65,29,0,0,52.1,Monthly,Premium,1
15275,34,40,129.7,24,2,0,95.85,Monthly,Basic,0
15276,60,56,140.68,19,1,0,67.82,Monthly,Basic,0
15277,42,4,50.93,27,3,3,15.79,Two Year,Basic,1
15278,20,31,129.95,23,2,2,60.26,Two Year,Premium,0
15279,32,27,106.52,6,4,0,23.3,Monthly,Standard,0
15280,46,58,95.49,26,0,0,31.66,Two Year,Premium,0
15281,60,25,129.61,28,3,0,83.98,Monthly,Basic,0
15282,49,69,57.13,13,2,0,68.53,Yearly,Basic,1
15283,43,70,122.81,30,0,0,29.4,Two Year,Basic,1
15284,33,5,60.89,6,0,0,1.46,Monthly,Basic,0
15285,42,8,122.37,13,1,2,53.59,Monthly,Standard,1
15286,45,9,78.64,15,3,0,25.77,Monthly,Premium,1
15287,26,15,35.2,29,3,2,3.8,Two Year,Basic,0
15288,18,7,69.6,16,1,0,7.26,Two Year,Standard,0
15289,46,15,50.35,8,2,0,67.65,Monthly,Standard,0
15290,39,37,33.07,13,0,0,42.01,Yearly,Premium,0
15291,33,39,34.34,13,1,0,26.99,Monthly,Basic,1
15292,58,6,121.41,28,3,0,88.09,Two Year,Standard,0
15293,68,57,134.58,29,2,0,82.68,Two Year,Premium,0
15294,61,19,140.53,20,2,1,47.15,Yearly,Premium,0
15295,68,63,131.01,20,1,0,28.28,Two Year,Standard,0
15296,58,31,127.93,12,1,1,51.21,Yearly,Standard,0
15297,24,10,28.95,19,3,0,75.54,Monthly,Basic,0
15298,31,67,122.72,17,1,1,2.06,Two Year,Premium,0
15299,46,62,121.83,30,1,0,61.64,Monthly,Premium,0
15300,36,3,37.07,26,1,1,71.3,Monthly,Basic,0
15301,36,18,106.06,3,5,0,81.86,Monthly,Basic,0
15302,19,25,78.83,15,1,2,22.44,Monthly,Premium,0
15303,58,20,137.0,17,2,1,21.14,Monthly,Premium,0
15304,62,58,110.4,6,2,0,22.36,Yearly,Basic,0
15305,32,50,143.63,24,3,0,93.21,Monthly,Standard,0
15306,20,10,33.64,19,0,3,14.96,Yearly,Premium,0
15307,28,21,25.28,30,4,2,76.7,Monthly,Standard,0
15308,63,29,146.57,12,5,1,98.69,Two Year,Premium,0
15309,47,10,30.42,4,3,1,94.68,Monthly,Premium,0
15310,57,13,70.21,21,4,0,41.58,Two Year,Standard,0
15311,35,47,104.5,23,0,2,84.1,Monthly,Basic,0
15312,68,23,134.41,12,4,0,67.34,Yearly,Basic,0
15313,65,50,53.1,27,3,1,86.98,Monthly,Premium,0
15314,19,4,23.78,22,1,1,16.96,Monthly,Standard,0
15315,49,67,87.77,2,3,0,76.73,Monthly,Standard,0
15316,25,53,81.24,7,2,0,59.07,Monthly,Standard,0
15317,39,2,59.9,16,2,0,54.47,Monthly,Premium,0
15318,23,68,133.61,24,2,1,73.16,Monthly,Premium,0
15319,29,65,117.41,30,2,0,28.03,Yearly,Standard,0
15320,64,57,131.56,12,2,0,8.38,Yearly,Standard,1
15321,57,70,41.04,16,1,0,50.71,Yearly,Standard,0
15322,53,7,110.01,14,1,0,30.91,Yearly,Standard,0
15323,32,19,146.76,1,1,0,26.38,Monthly,Premium,0
15324,45,44,99.55,22,1,0,99.85,Monthly,Basic,0
15325,69,63,42.28,27,2,0,20.59,Yearly,Basic,1
15326,66,65,149.45,9,4,0,24.32,Monthly,Basic,0
15327,62,39,88.68,7,1,1,34.05,Monthly,Basic,0
15328,35,26,129.21,5,3,0,50.2,Two Year,Basic,0
15329,19,44,39.42,29,2,0,87.04,Monthly,Basic,0
15330,30,12,106.59,30,0,1,18.46,Two Year,Standard,0
15331,62,22,138.64,10,1,1,61.98,Two Year,Standard,0
15332,32,14,89.16,27,0,0,37.48,Two Year,Basic,0
15333,37,30,57.53,10,4,1,79.89,Yearly,Basic,1
15334,46,44,36.56,25,3,1,60.59,Two Year,Premium,0
15335,59,38,58.47,18,2,0,79.71,Two Year,Premium,0
15336,46,59,66.13,7,2,0,85.65,Monthly,Premium,0
15337,20,42,112.29,25,3,0,91.3,Two Year,Basic,0
15338,36,52,43.22,18,0,0,99.57,Two Year,Premium,0
15339,20,63,33.79,13,2,2,62.27,Monthly,Premium,0
15340,31,61,70.3,11,1,0,64.12,Monthly,Basic,0
15341,57,34,79.62,10,0,0,14.92,Yearly,Basic,0
15342,21,39,101.69,22,1,0,11.4,Monthly,Basic,0
15343,69,41,111.98,9,2,1,49.27,Monthly,Standard,0
15344,28,37,135.61,15,4,1,69.68,Monthly,Basic,0
15345,48,65,57.56,14,2,0,25.57,Monthly,Premium,0
15346,60,32,88.72,3,2,1,33.39,Monthly,Basic,1
15347,49,8,67.59,24,2,1,70.31,Monthly,Standard,0
15348,44,18,20.18,14,4,0,21.95,Yearly,Standard,0
15349,47,45,95.33,21,2,1,52.62,Yearly,Premium,0
15350,60,33,126.05,16,2,0,54.32,Monthly,Standard,0
15351,19,5,24.74,23,1,1,91.78,Monthly,Premium,0
15352,66,36,20.45,29,3,0,40.83,Two Year,Standard,0
15353,26,23,114.62,28,4,0,21.84,Yearly,Standard,1
15354,45,40,108.9,3,2,1,18.22,Two Year,Basic,0
15355,48,5,72.76,8,1,0,30.02,Monthly,Standard,0
15356,51,34,106.01,2,1,0,28.61,Monthly,Standard,1
15357,32,24,143.94,29,3,3,75.27,Monthly,Basic,0
15358,65,17,52.22,24,2,2,59.78,Monthly,Basic,0
15359,42,71,51.97,2,0,0,68.56,Monthly,Standard,1
15360,53,22,44.21,23,5,2,63.4,Monthly,Basic,1
15361,25,15,114.12,18,4,0,48.64,Monthly,Standard,0
15362,26,15,65.91,7,1,2,92.9,Monthly,Standard,0
15363,54,25,148.53,17,3,1,81.92,Yearly,Standard,1
15364,65,53,112.9,6,0,0,21.87,Yearly,Basic,0
15365,62,21,67.76,10,0,0,42.94,Monthly,Basic,1
15366,56,66,39.39,7,1,1,29.5,Two Year,Standard,0
15367,49,32,96.96,4,3,1,74.82,Monthly,Basic,0
15368,69,21,58.34,11,1,1,35.1,Monthly,Premium,1
15369,34,68,137.72,16,0,1,64.38,Monthly,Basic,0
15370,52,44,77.38,27,6,0,29.93,Monthly,Basic,0
15371,54,66,58.04,17,1,1,17.99,Yearly,Basic,0
15372,36,14,96.51,28,1,1,1.91,Monthly,Premium,1
15373,61,15,37.81,6,1,1,99.47,Yearly,Standard,0
15374,46,20,93.0,20,0,0,22.73,Monthly,Standard,0
15375,24,34,27.29,19,1,1,83.39,Monthly,Premium,0
15376,45,36,98.9,20,3,1,82.39,Two Year,Basic,0
15377,26,9,88.92,22,0,0,24.36,Monthly,Basic,0
15378,45,71,87.7,21,0,0,42.15,Two Year,Basic,0
15379,23,30,108.94,18,2,0,83.78,Monthly,Premium,0
15380,46,63,25.78,15,1,1,69.29,Two Year,Basic,0
15381,34,35,79.77,2,0,0,37.62,Two Year,Premium,0
15382,33,13,77.73,19,1,0,94.96,Two Year,Basic,0
15383,40,46,79.77,27,1,1,34.89,Two Year,Standard,0
15384,48,56,147.39,6,3,0,21.99,Two Year,Basic,0
15385,20,9,38.11,12,1,0,15.53,Yearly,Premium,0
15386,38,36,109.76,30,4,1,70.43,Two Year,Standard,0
15387,43,3,72.26,1,2,0,3.87,Yearly,Standard,0
15388,53,19,86.52,27,5,0,84.74,Two Year,Standard,0
15389,59,28,119.11,23,2,0,31.12,Two Year,Premium,0
15390,54,23,40.46,24,4,1,37.61,Yearly,Basic,1
15391,39,7,119.27,23,4,0,80.38,Two Year,Basic,1
15392,59,14,29.14,11,4,0,81.6,Monthly,Premium,0
15393,29,46,82.83,19,2,0,40.6,Two Year,Basic,0
15394,59,15,116.47,22,2,1,55.83,Monthly,Premium,0
15395,30,67,45.03,30,0,1,68.24,Monthly,Basic,0
15396,28,15,120.22,4,1,1,69.17,Monthly,Standard,0
15397,33,51,41.69,21,4,0,53.87,Monthly,Standard,0
15398,25,8,123.9,19,3,1,84.57,Two Year,Premium,1
15399,57,69,80.96,21,1,1,84.3,Monthly,Premium,0
15400,57,62,109.0,6,1,0,85.03,Monthly,Premium,0
15401,62,51,139.26,8,3,0,27.55,Two Year,Standard,0
15402,19,63,73.09,28,3,1,26.43,Monthly,Basic,0
15403,47,68,50.28,22,1,1,14.84,Monthly,Premium,0
15404,47,16,132.73,9,1,1,82.81,Monthly,Premium,1
15405,29,24,41.01,10,1,0,7.01,Monthly,Standard,0
15406,27,6,102.09,10,2,0,14.4,Monthly,Standard,0
15407,61,57,140.02,30,0,1,92.69,Yearly,Premium,0
15408,28,31,107.67,10,5,0,13.39,Monthly,Standard,1
15409,32,6,45.44,26,2,0,13.01,Monthly,Standard,1
15410,33,29,39.8,4,3,1,91.0,Monthly,Basic,0
15411,34,67,52.8,18,1,0,31.7,Yearly,Basic,1
15412,43,3,70.88,12,0,2,88.26,Monthly,Premium,1
15413,19,28,40.69,25,3,1,38.39,Monthly,Standard,0
15414,67,48,123.72,11,0,0,37.99,Yearly,Basic,1
15415,29,10,66.41,16,1,0,14.38,Monthly,Basic,1
15416,68,33,141.69,19,3,1,91.94,Two Year,Premium,0
15417,43,67,129.52,11,2,0,76.41,Monthly,Standard,0
15418,40,69,138.15,23,1,0,23.34,Yearly,Standard,0
15419,35,12,58.28,4,1,3,73.05,Monthly,Premium,1
15420,49,57,94.59,12,4,0,11.27,Yearly,Premium,0
15421,66,44,61.79,28,7,1,52.86,Monthly,Basic,0
15422,55,13,53.4,17,1,0,26.17,Monthly,Basic,0
15423,64,24,98.92,24,1,0,85.21,Two Year,Premium,0
15424,20,44,126.34,13,0,1,51.6,Monthly,Premium,0
15425,55,57,32.17,28,3,0,92.2,Monthly,Premium,1
15426,20,16,55.85,4,0,1,58.93,Two Year,Standard,1
15427,47,21,46.67,27,1,0,50.89,Monthly,Standard,0
15428,18,51,123.79,6,4,2,69.7,Monthly,Basic,0
15429,47,21,141.34,7,2,1,78.61,Monthly,Basic,0
15430,62,60,30.39,8,2,0,2.51,Two Year,Premium,0
15431,49,51,69.3,26,5,2,52.71,Yearly,Premium,0
15432,45,21,138.89,2,4,0,77.8,Two Year,Premium,0
15433,38,6,64.8,9,0,0,41.34,Monthly,Basic,0
15434,63,65,112.65,10,1,0,5.47,Monthly,Basic,0
15435,30,58,33.09,29,0,0,2.74,Yearly,Basic,0
15436,44,6,77.77,19,1,2,79.59,Monthly,Premium,0
15437,53,65,85.43,1,1,1,20.61,Yearly,Basic,0
15438,24,34,118.5,16,4,0,18.32,Two Year,Basic,0
15439,39,56,57.55,18,2,0,29.67,Two Year,Standard,0
15440,27,3,54.34,8,3,0,11.11,Monthly,Standard,1
15441,56,42,59.39,10,5,0,6.28,Yearly,Premium,0
15442,32,62,92.24,22,2,0,87.35,Monthly,Standard,0
15443,32,6,133.88,11,1,1,30.98,Two Year,Basic,0
15444,21,6,128.02,17,1,0,58.66,Yearly,Basic,0
15445,49,63,27.53,27,2,1,85.92,Monthly,Standard,0
15446,40,20,134.26,25,2,1,97.77,Two Year,Standard,0
15447,23,21,32.36,7,1,0,69.16,Monthly,Standard,0
15448,41,2,74.0,26,2,0,95.07,Yearly,Basic,0
15449,37,56,119.5,27,0,0,42.93,Two Year,Basic,0
15450,54,10,30.6,3,4,1,79.16,Monthly,Premium,0
15451,37,70,25.25,29,2,0,93.82,Yearly,Standard,0
15452,29,23,62.9,7,3,0,6.26,Monthly,Premium,0
15453,50,30,114.89,6,2,0,32.43,Monthly,Premium,0
15454,45,37,87.83,3,2,0,74.29,Monthly,Basic,0
15455,25,55,74.21,8,1,0,32.21,Yearly,Standard,0
15456,18,49,125.7,1,3,0,2.69,Monthly,Premium,0
15457,54,34,119.67,5,1,0,80.9,Yearly,Premium,1
15458,39,44,122.19,24,2,1,17.31,Yearly,Standard,0
15459,23,22,79.76,19,2,1,32.77,Yearly,Premium,0
15460,38,31,22.53,27,1,1,91.15,Monthly,Basic,0
15461,49,7,42.38,13,0,1,21.68,Yearly,Standard,0
15462,52,21,116.37,26,2,2,89.58,Yearly,Standard,0
15463,32,16,117.91,11,2,0,42.83,Monthly,Standard,0
15464,22,20,146.4,28,4,0,91.9,Monthly,Standard,0
15465,63,43,44.72,22,4,0,87.81,Yearly,Premium,0
15466,67,44,35.98,26,1,0,42.11,Monthly,Basic,0
15467,65,47,38.04,11,3,0,92.27,Monthly,Premium,0
15468,23,19,44.02,2,1,0,63.64,Yearly,Basic,0
15469,42,48,88.7,9,1,2,48.09,Yearly,Basic,0
15470,63,69,146.78,2,2,2,53.54,Yearly,Standard,0
15471,57,11,96.63,21,2,0,7.27,Monthly,Basic,0
15472,46,29,87.95,19,5,1,80.95,Monthly,Standard,0
15473,24,45,107.54,26,2,1,29.95,Yearly,Premium,0
15474,57,68,29.61,12,1,1,27.75,Yearly,Standard,0
15475,30,36,126.0,9,1,0,71.82,Two Year,Basic,0
15476,55,48,104.09,9,3,1,37.71,Monthly,Basic,0
15477,35,15,42.25,23,3,1,51.9,Monthly,Standard,1
15478,19,44,101.99,10,2,2,42.74,Monthly,Premium,0
15479,25,67,97.51,5,1,1,50.96,Yearly,Premium,0
15480,28,40,28.43,9,2,0,23.0,Yearly,Standard,0
15481,50,14,54.7,23,4,0,88.61,Monthly,Premium,1
15482,55,63,70.82,18,2,0,61.41,Monthly,Premium,0
15483,65,51,51.84,10,3,0,24.14,Monthly,Premium,0
15484,44,58,51.61,17,1,0,10.06,Monthly,Standard,0
15485,37,15,94.48,26,2,0,54.01,Monthly,Standard,0
15486,29,65,81.21,10,2,0,47.34,Yearly,Basic,1
15487,60,55,106.75,14,4,0,93.32,Yearly,Basic,0
15488,48,10,144.33,4,0,0,23.84,Monthly,Basic,1
15489,44,42,105.87,10,3,1,88.28,Monthly,Standard,1
15490,49,11,95.67,24,2,0,76.88,Monthly,Standard,0
15491,27,16,130.18,22,3,0,48.17,Two Year,Standard,0
15492,20,19,102.17,30,2,0,87.5,Yearly,Standard,0
15493,62,31,41.52,18,3,1,86.33,Monthly,Standard,0
15494,44,53,60.92,5,1,3,71.73,Monthly,Premium,1
15495,52,8,115.34,9,3,1,11.05,Two Year,Basic,0
15496,48,24,115.99,6,3,2,16.86,Monthly,Standard,1
15497,32,8,148.31,16,0,0,59.57,Yearly,Basic,1
15498,33,48,101.51,22,2,0,25.3,Monthly,Standard,0
15499,30,30,136.94,23,1,1,55.57,Two Year,Basic,0
15500,66,58,27.1,16,3,0,56.52,Yearly,Standard,1
15501,52,55,93.61,29,1,3,59.12,Monthly,Standard,0
15502,69,62,139.58,11,3,0,57.41,Monthly,Basic,1
15503,28,48,57.34,21,1,1,38.55,Monthly,Premium,0
15504,38,4,40.13,15,3,0,21.81,Monthly,Standard,0
15505,68,37,65.57,19,1,2,52.34,Yearly,Premium,0
15506,28,8,122.99,3,3,0,50.02,Monthly,Premium,0
15507,47,1,31.01,16,2,1,28.24,Monthly,Basic,1
15508,65,70,98.04,21,1,0,6.07,Monthly,Standard,0
15509,52,47,37.63,20,3,1,21.35,Monthly,Basic,0
